회사명,제목,링크,지역,경력,학력,고용형태,마감일,직무분야,연봉정보
현대오토에버(주),차량SW · ICT · 경영지원 부문 채용,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=47669139&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=07361ede-893d-4120-b5d1-5522f3df3b70,서울 강남구,경력,학력무관,정규직·계약직,상시채용,"Python, C++, Java, Linux, 솔루션 외                    수정일 24/03/12",영업·판매·무역 지원 TOP100
(주)NE능률,2024년 11월 NE능률 신입 및 경력(수시) 채용,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49308509&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=07361ede-893d-4120-b5d1-5522f3df3b70,서울 마포구,신입·경력,초대졸↑,정규직·계약직,~ 11/30(토),"Python, Java, Linux, 솔루션, 백엔드/서버개발 외                    수정일 24/11/01",디자인 지원 급상승
(주)테크웨이즈,[㈜테크웨이즈] 각 부문별 신입·경력사원 모집,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49416833&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=07361ede-893d-4120-b5d1-5522f3df3b70,경기 용인시 수지구,신입·경력,고졸↑,정규직,~ 12/08(일),"Python, 솔루션, 기술지원, SE(시스템엔지니어), SI개발 외                    수정일 24/11/18",공공·복지 스크랩 TOP100
(주)더존비즈온,종합병원 EMR 개발 /기획(부산) 채용공고,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49392676&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=07361ede-893d-4120-b5d1-5522f3df3b70,부산 해운대구,경력,학력무관,정규직,~ 11/30(토),"Python, Java, 솔루션, 웹개발, 백엔드/서버개발 외                    등록일 24/11/13",인기있는
넛지헬스케어(주),[넛지헬스케어] 백엔드개발 채용전환형 인턴,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49128126&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=07361ede-893d-4120-b5d1-5522f3df3b70,서울 강남구,신입,학력무관,인턴직,~ 12/03(화),"Python, Java, 솔루션, AWS, 웹개발 외                    수정일 24/10/30",인기있는
한국행정연구원(사),2024년도 제5차 직원 채용공고,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49408794&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=07361ede-893d-4120-b5d1-5522f3df3b70,서울 은평구,경력무관,학력무관,계약직,~ 11/29(금),"Python, AI(인공지능), 사무직, 서무, 총무 외                    수정일 24/11/20",인기있는
(유)삼송,(유)삼송 SW/HW/SWQA 신입/경력직 모집,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49424005&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=07361ede-893d-4120-b5d1-5522f3df3b70,서울 금천구,경력무관,학력무관,정규직,~ 12/18(수),"Python, C++, Java, Linux, QA/테스터 외                    등록일 24/11/18",인기있는
(주)트윔,[면접비 지급] 머신비전 영상처리 S/W 개발자 채용(신입/경력),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49313092&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=07361ede-893d-4120-b5d1-5522f3df3b70,경기 화성시,신입·경력,초대졸↑,정규직,~ 11/30(토),"Python, C++, Java, 딥러닝, 솔루션 외                    등록일 24/11/01",인기있는
하나증권(주),IT지원실 IT BRM팀(RM업무) 경력직 인재 채용,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49398389&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=07361ede-893d-4120-b5d1-5522f3df3b70,서울 영등포구,경력2년↑,대졸↑,계약직,오늘마감,"Python, C++, Java, 딥러닝, 솔루션 외                    수정일 24/11/14",평균연봉 상위 10%
(주)큐드,지역별 S/W 테스트 엔지니어 모집,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49465621&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=07361ede-893d-4120-b5d1-5522f3df3b70,경기 성남시 분당구,경력,초대졸↑,정규직,~ 12/15(일),"Python, C++, 딥러닝, 솔루션, 알고리즘 외                    수정일 24/11/25",인기있는
(주)플그림,2024 하반기 개발직군 경력직 채용[커머스서비스개발/AA],https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49432172&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=07361ede-893d-4120-b5d1-5522f3df3b70,서울 성동구,경력3년↑,대졸↑,정규직,~ 12/11(수),"Python, C++, Java, Linux, AWS 외                    수정일 24/11/22",상품기획·MD 지원 TOP100
(주)피아이이,㈜피아이이 하반기 경력사원 공개채용,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49308405&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=07361ede-893d-4120-b5d1-5522f3df3b70,경기 화성시,경력,초대졸↑,정규직,~ 11/30(토),"Python, C++, Java, 솔루션, 머신러닝 외                    수정일 24/11/14",생산 지원 급상승
(주)헥토이노베이션,헥토이노베이션 직군별 인재 모집,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49319317&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=07361ede-893d-4120-b5d1-5522f3df3b70,서울 강남구,신입·경력,초대졸↑,정규직,~ 11/30(토),"Python, C++, Java, Linux, 웹개발 외                    수정일 24/11/01",마케팅·홍보·조사 지원 TOP100
(주)스포티비,[SPOTV] 데이터기획 및 운영 담당 채용의 건,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49363011&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=07361ede-893d-4120-b5d1-5522f3df3b70,서울 마포구,경력무관,대졸↑,계약직,~ 12/08(일),"Python, 데이터분석가, 데이터엔지니어, 데이터라벨링, 데이터마이닝 외                    수정일 24/11/08",IT개발·데이터 스크랩 급상승
(주)스쿨버스,스쿨버스 백엔드 개발자 / 플로터 Flutter 개발자 채용(경력1년),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49425574&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=07361ede-893d-4120-b5d1-5522f3df3b70,서울 강서구,경력1년↑,학력무관,정규직·기간제,~ 12/19(목),"Python, Java, Linux, 머신러닝, AWS 외                    수정일 24/11/25",급성장중
(재)지능형자동차부품진흥원,2024년 제5차 인력채용(정규직 및 계약직) 공고(~12/5),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49434313&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=07361ede-893d-4120-b5d1-5522f3df3b70,대구 달성군,경력무관,대졸↑,정규직·계약직,~ 12/05(목),"Python, C++, C#, C언어, 간호사 외                    수정일 24/11/20",의료 지원 TOP100
(주)더원테크,빅데이터 와 인공지능 AI 프로그램 개발자 모십니다.,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49458875&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=07361ede-893d-4120-b5d1-5522f3df3b70,서울 금천구,경력무관,대졸↑,정규직,~ 12/24(화),"Python, Java, 딥러닝, 머신러닝, 데이터분석가 외                    등록일 24/11/24",인기있는
한국폴리텍대학 광명융합기술교육원,데이터분석/바이오/설계/AR/VR/전기 취업연계 교육생 모집,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49188717&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=07361ede-893d-4120-b5d1-5522f3df3b70,경기전체,경력무관,초대졸↑,교육생,~ 12/31(화),"Python, C++, Java, Linux, 솔루션 외                    수정일 24/11/01",교육 지원 TOP100
법무법인와이케이,"[국내TOP7로펌/법무법인YK] 강남본사 송무직, 상담실장직 채용",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49278685&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=07361ede-893d-4120-b5d1-5522f3df3b70,서울 강남구,신입·경력,학력무관,정규직,~ 12/26(목),"Python, 웹개발, 데이터분석가, 데이터엔지니어, 백엔드/서버개발 외                    수정일 24/11/20",고객상담·TM 조회 TOP100
(주)제로웹,"[부산본사] 백엔드, 프론트엔드 개발자(경력) 채용",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49180074&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=07361ede-893d-4120-b5d1-5522f3df3b70,부산 해운대구,신입·경력,학력무관,정규직,채용시,"Python, Java, Linux, AWS, 웹개발 외                    수정일 24/10/11",인기있는
월급쟁이부자들(주),데이터 애널리스트 (인턴),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49462240&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=07361ede-893d-4120-b5d1-5522f3df3b70,서울 서초구,경력무관,학력무관,정규직·인턴직,~ 11/30(토),"Python, 데이터분석가, 데이터엔지니어, R, SQL 외                    수정일 24/11/25",IT개발·데이터 지원 TOP100
(주)테솔로,로봇/로보틱스 임베디드 엔지니어(인턴/신입/경력/전문연구요원),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49472130&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=07361ede-893d-4120-b5d1-5522f3df3b70,경기 광명시,신입·경력,대졸↑,정규직·인턴직,~ 12/31(화),"Python, 솔루션, 알고리즘, 임베디드, 펌웨어 외                    등록일 24/11/26",인기있는
(주)에스아이알소프트,"REACT, NEXTJS, PHP 개발자, 디자이너, 퍼블리셔, 기획자",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49309509&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=07361ede-893d-4120-b5d1-5522f3df3b70,서울 강남구,경력무관,학력무관,계약직,~ 11/30(토),"Python, AWS, 웹개발, 백엔드/서버개발, 앱개발 외                    수정일 24/11/04",연봉상승률 10% 이상
주식회사 이지서티,[이지서티] 신입 솔루션 엔지니어 채용,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49311205&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=07361ede-893d-4120-b5d1-5522f3df3b70,서울 강남구,신입,대졸↑,정규직,~ 12/02(월),"Python, C++, Java, Linux, 솔루션 외                    등록일 24/10/31",인기있는
컨트롤에프(주),[신입/경력] 플랫폼 개발 / SI 개발 채용,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49421947&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=07361ede-893d-4120-b5d1-5522f3df3b70,대전 유성구,경력무관,초대졸↑,정규직,채용시,"Python, Java, 딥러닝, Linux, 솔루션 외                    수정일 24/11/18",인기있는
(주)메디씽큐,24년 각 부문 신입 및 경력 채용,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49378739&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=07361ede-893d-4120-b5d1-5522f3df3b70,경기 성남시,신입·경력,초대졸↑,정규직,~ 12/08(일),"Python, C++, Java, 딥러닝, Linux 외                    수정일 24/11/27",
(주)엔플럭스,공공기관 DA(데이터 분석업무) 인력 채용,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49439351&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=07361ede-893d-4120-b5d1-5522f3df3b70,서울 도봉구,경력무관,초대졸↑,정규직,~ 12/13(금),"데이터분석가, 기획, GIS, 솔루션업체, 소프트웨어개발 수정일 24/11/20",인기있는
셀타스퀘어,[셀타스퀘어] AI 엔지니어 신입 채용,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49400779&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=07361ede-893d-4120-b5d1-5522f3df3b70,서울 강남구,신입,대졸↑,정규직,~ 12/31(화),"딥러닝, 솔루션, 머신러닝, 알고리즘, 데이터분석가 외                    등록일 24/11/14",평균연봉 상위 10%
(주)네오플,[네오플] 게임기획/게임사업/웹 직군 인재 모집 (근무지 : 서울),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49409899&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=07361ede-893d-4120-b5d1-5522f3df3b70,서울 강남구,신입·경력,학력무관,정규직,~ 12/15(일),"C++, 게임개발, QA/테스터, 임베디드, 게임기획 외                    등록일 24/11/15",기획·전략 지원 급상승
한미반도체㈜,[한미반도체] MS테스트부 데이터분석 담당 채용,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49307423&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=07361ede-893d-4120-b5d1-5522f3df3b70,인천 서구,경력무관,대졸↑,정규직,~ 11/30(토),"데이터엔지니어, 기계설계, 전자제어, 반도체, 제조 외                    등록일 24/10/31",평균연봉 상위 10%
(주)티와이엠,TYM 신입 및 경력사원 모집 (서울/용산),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49324453&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=07361ede-893d-4120-b5d1-5522f3df3b70,서울 용산구,경력무관,대졸↑,정규직,채용시,"감사, 관리회계, 기업회계, 내부감사, 자금관리 외                    등록일 24/11/04",인기있는
(주)핀테라퓨틱스,24년 각 부문 신입 및 경력 채용,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49311633&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=07361ede-893d-4120-b5d1-5522f3df3b70,경기 성남시,경력,석사↑,정규직·계약직,~ 11/30(토),"연구원, 임상DM, 임상PM, 임상STAT, CRA(임상연구원) 외                    수정일 24/11/08",연구·R&D 지원 급상승
법무법인와이케이,[국내TOP7로펌/법무법인YK] 강남본사 공개채용 (리크루터/회계팀장/개발자/인사/총무/마케팅/디자이너/고객응대/추심팀/영상컨텐츠) 채용건,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49279130&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=07361ede-893d-4120-b5d1-5522f3df3b70,서울 강남구,신입·경력,학력무관,정규직,~ 12/26(목),"전산회계, 회계사, 관리회계, 기업회계, 세무회계 외                    수정일 24/11/27",금융·보험 지원 TOP100
(재)한국통계진흥원,제15차 한국통계진흥원 신규 직원 채용(통계데이터서비스부),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49452188&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=07361ede-893d-4120-b5d1-5522f3df3b70,대전 서구,경력무관,대졸↑,정규직·계약직,~ 12/08(일),"비딩, 사회조사, 통계/분석, 사업기획, 자료조사 외                    등록일 24/11/22",인기있는
(주)알라딘커뮤니케이션,[알라딘] AI 엔지니어 개발자,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49435751&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=07361ede-893d-4120-b5d1-5522f3df3b70,서울 중구,경력5년↑,학력무관,정규직,~ 12/06(금),"Python, C++, Java, 딥러닝, 머신러닝 외                    수정일 24/11/20",인기있는
쿠팡(주),[쿠팡풀필먼트서비스] Mobile Engineer (React Native),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49272817&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=07361ede-893d-4120-b5d1-5522f3df3b70,서울 강남구,경력5년↑,학력무관,정규직,상시채용,"Python, 앱개발, 프론트엔드, DBA, API 외                    수정일 24/11/07",
